date,value
2018-01-03,41.545930620364686
2018-01-04,47.574295939075256
2018-01-05,42.759906620062544
2018-01-09,45.47772939221728
2018-01-10,47.26317547249726
2018-01-11,45.41092190936315
2018-01-15,48.66704896147762
2018-01-16,48.477620923448804
2018-01-17,46.597052475435966
2018-01-21,43.266697494864836
2018-01-22,45.79094836708395
2018-01-23,43.92251325703823
2018-01-27,43.868485662358644
2018-01-28,43.95253823921157
2018-01-29,42.8908835524449
2018-02-02,40.77048772756203
2018-02-03,43.156225224850495
2018-02-04,40.49557011142667
2018-02-08,40.48680643887733
2018-02-09,39.53829411640056
2018-02-10,37.81243329049326
2018-02-14,34.281740589243604
2018-02-15,38.38197351252901
2018-02-16,37.00742617479142
2018-02-20,37.95812314702559
2018-02-21,38.63186575216206
2018-02-22,37.25144148063205
2018-02-26,36.88278962097909
2018-02-27,39.84878247172998
2018-02-28,38.41066903903529
2018-03-04,44.027630844563056
2018-03-05,46.39202574406855
2018-03-06,44.95327111540362
2018-03-10,55.15591424103773
2018-03-11,63.36997030073312
2018-03-12,60.947760760574674
2018-03-16,67.8980436707059
2018-03-17,69.32790287134839
2018-03-18,68.27023614728198
2018-03-22,73.28094899621247
2018-03-23,81.22010344720883
2018-03-24,79.49165236550188
2018-03-28,85.79466829788419
2018-03-29,86.84946625855036
2018-03-30,85.18262216649792
2018-04-03,85.68942684755476
2018-04-04,89.21948933693427
2018-04-05,87.69641688993484
2018-04-09,90.6019792884216
2018-04-10,90.2270093446424
2018-04-11,88.30307004924494
2018-04-15,89.6884291500853
2018-04-16,95.90215574598027
2018-04-17,94.20565025959965
2018-04-21,99.99366704772041
2018-04-22,99.89473637961923
2018-04-23,98.10782317761321
2018-04-27,97.4086512592639
2018-04-28,100.82598225489356
2018-04-29,98.07243147985713
2018-05-03,100.78232729035166
2018-05-04,100.41746184495037
2018-05-05,98.115688581907
2018-05-09,97.21647764280793
2018-05-10,99.02556652720568
2018-05-11,98.33600588543044
2018-05-15,101.2191626169261
2018-05-16,100.21143028742078
2018-05-17,97.66769879257012
2018-05-21,96.15985156524748
2018-05-22,98.55255048721868
2018-05-23,99.92639061395464
2018-05-27,96.94999904774832
2018-05-28,100.29065636997355
2018-05-29,100.74264647079816
2018-06-02,97.85231288881697
2018-06-03,99.859129393474
2018-06-04,97.41257449717763
2018-06-08,100.06491749698792
2018-06-09,99.7127899300319
2018-06-10,97.4400386488588
2018-06-14,95.48487008589063
2018-06-15,99.99366704772041
2018-06-16,98.20615595528315
2018-06-20,99.36897864224741
2018-06-21,102.46961533374584
2018-06-22,102.960846637694
2018-06-26,100.02533180911837
2018-06-27,99.26630789264557
2018-06-28,99.68511219696862
2018-07-02,97.05969576773418
2018-07-03,96.38650323338547
2018-07-04,93.82960196836916
2018-07-08,90.6096371747165
2018-07-09,96.2770628056959
2018-07-10,93.58950604625736
2018-07-14,96.14032102251934
2018-07-15,94.7104242782121
2018-07-16,92.29194179752528
2018-07-20,71.448949712465
2018-07-21,90.41825526379817
2018-07-22,86.0278573158677
2018-07-26,93.86059713814738
2018-07-27,92.29194179752528
2018-07-28,87.56011366156777
2018-08-01,82.91268230546193
2018-08-02,92.3189122654426
2018-08-03,89.9403956572519
2018-08-07,93.0519780896498
2018-08-08,92.60419050906059
2018-08-09,90.28054448857827
2018-08-13,88.28409087844283
2018-08-14,92.11092294904337
2018-08-15,89.39476851892148
2018-08-19,89.9251182007216
2018-08-20,89.19282655096296
2018-08-21,86.63816039873075
2018-08-25,84.65437223480004
2018-08-26,88.48154123260137
2018-08-27,85.65936583338426
2018-08-31,87.7797483644705
2018-09-01,87.05716705462899
2018-09-02,84.76667336449802
2018-09-06,79.18039602863324
2018-09-07,85.5166244166663
2018-09-08,83.2660013364824
2018-09-12,86.53257233334377
2018-09-13,85.4565466980477
2018-09-14,83.4968605420081
2018-09-18,81.76326347334958
2018-09-19,85.61052424358166
2018-09-20,83.56019814936768
2018-09-24,85.58422880252897
2018-09-25,85.4565466980477
2018-09-26,83.21762261266772
2018-09-30,81.24963187249796
2018-10-01,84.515936408237
2018-10-02,82.47452627596961
2018-10-06,84.53463950407495
2018-10-07,84.54586202891518
2018-10-08,82.66380309323611
2018-10-12,81.24224942812599
2018-10-13,84.02641101786989
2018-10-14,81.60425409649797
2018-10-18,84.56082617388397
2018-10-19,84.28039656137616
2018-10-20,82.05566786745523
2018-10-24,82.30393108269317
2018-10-25,85.7420421481493
2018-10-26,83.86593547457905
2018-10-30,87.08361365583626
2018-10-31,87.37092182195859
2018-11-01,85.5091139261637
2018-11-05,86.75888543013714
2018-11-06,90.61729527844732
2018-11-07,88.64873031844638
2018-11-11,90.90846428069794
2018-11-12,91.10019390124975
2018-11-13,88.97962067160515
2018-11-17,85.8698673273992
2018-11-18,89.15474150124993
2018-11-19,86.49110314416541
2018-11-23,89.303304091753
2018-11-24,90.54072402647827
2018-11-25,89.33378873907418
2018-11-29,91.78769742595728
2018-11-30,96.39041259256383
2018-12-01,94.22504788347298
2018-12-05,97.28705721694584
2018-12-06,96.23407978129411
2018-12-07,94.6871070736469
2018-12-11,92.82027322177821
2018-12-12,95.10711172121717
2018-12-13,93.52757936310748
2018-12-17,94.71819710834343
2018-12-18,94.49675544876833
2018-12-19,92.44994933300082
2018-12-23,91.11937432598168
2018-12-24,94.42686268739212
2018-12-25,92.15712917643718
2018-12-29,92.49235704517278
2018-12-30,90.41060281536171
2019-01-04,74.95235999626
2019-01-05,96.82076714051504
2019-01-06,91.07717918225083
2019-01-10,91.99544144537126
