date,value
2018-01-01,54.13309183880808
2018-01-02,51.858375316644526
2018-01-06,61.91506791309096
2018-01-07,62.334035327096885
2018-01-08,62.76681251980213
2018-01-12,72.81655456174303
2018-01-13,73.92878111463016
2018-01-14,66.7808234311734
2018-01-18,79.56153019520269
2018-01-19,75.32082772141887
2018-01-20,76.95913334010154
2018-01-24,90.60099978953372
2018-01-25,84.63776920229766
2018-01-26,86.44746382635948
2018-01-30,94.51753419895613
2018-01-31,87.61579334716693
2018-02-01,89.13165607865199
2018-02-05,95.38732142163906
2018-02-06,96.12288782366674
2018-02-07,93.27330314837107
2018-02-11,95.34144305589693
2018-02-12,92.66937585844033
2018-02-13,73.75401584086396
2018-02-17,96.19967306370503
2018-02-18,99.24960221819327
2018-02-19,99.04685960695362
2018-02-23,99.18719762659555
2018-02-24,97.33970696835075
2018-02-25,97.95875935837643
2018-03-01,97.2161337891682
2018-03-02,97.72638297184399
2018-03-03,99.78083977827048
2018-03-07,91.94727235712388
2018-03-08,95.98475224650915
2018-03-09,95.72410259623638
2018-03-13,97.85028243764518
2018-03-14,98.95335655095614
2018-03-15,98.08280714066048
2018-03-19,96.38408369196173
2018-03-20,94.8375150388186
2018-03-21,95.20387468716244
2018-03-25,98.28455349960255
2018-03-26,97.40152321985599
2018-03-27,92.77492043769755
2018-03-31,94.86801782458967
2018-04-01,97.50974924301566
2018-04-02,96.33796435142625
2018-04-06,87.49860475614543
2018-04-07,97.23157611088978
2018-04-08,85.88076853323604
2018-04-12,93.74270646648422
2018-04-13,98.64200107478977
2018-04-14,82.27850892475763
2018-04-18,94.3653538943726
2018-04-19,95.4791115176187
2018-04-24,93.97026336737618
2018-04-25,95.86204909992078
2018-04-26,87.5278944945182
2018-04-30,97.324255995266
2018-05-01,99.34324618867333
2018-05-06,94.60890169196918
2018-05-07,97.18525285343222
2018-05-08,39.585497449485786
2018-05-12,95.892717471928
2018-05-13,100.42335036789866
2018-05-18,75.87858441221165
2018-05-19,98.00526800687105
2018-05-20,36.53445156660087
2018-05-24,70.81489125733256
2018-05-25,99.24960221819327
2018-05-30,94.35014265983368
2018-05-31,99.6557141475878
2018-06-01,93.19770413246185
2018-06-05,96.23039581032333
2018-06-06,96.52250844803284
2018-06-11,100.69036664567572
2018-06-12,99.76519474791526
2018-06-13,81.98065018037848
2018-06-17,96.86130149568658
2018-06-18,99.92170067853584
2018-06-23,96.27648919879235
2018-06-24,94.47186713350982
2018-06-25,95.60156751318164
2018-06-29,95.9540690452099
2018-06-30,99.34324618867333
2018-07-05,101.87264476457423
2018-07-06,95.55563724682237
2018-07-07,96.00009570082874
2018-07-11,96.55328309907374
2018-07-12,97.7728360018286
2018-07-17,99.67135052491382
2018-07-18,96.67643113684777
2018-07-19,97.49428467478084
2018-07-23,98.22245544886364
2018-07-24,98.9377770345544
2018-07-29,98.53314346479448
2018-07-30,95.50971810210017
2018-07-31,89.04299400698163
2018-08-04,97.7883228170703
2018-08-05,93.33380460018427
2018-08-10,98.11383144608278
2018-08-11,94.19809827304218
2018-08-12,71.4084727793028
2018-08-16,96.98464727083939
2018-08-17,98.73535580329168
2018-08-22,95.4791115176187
2018-08-23,87.26446467249578
2018-08-24,73.8615390363439
2018-08-28,93.28842665806253
2018-08-29,89.1464374133301
2018-09-03,86.95763555711689
2018-09-04,87.85040763171381
2018-09-05,83.37531479015311
2018-09-09,89.8128757962926
2018-09-10,92.98619120846253
2018-09-15,87.9678333268818
2018-09-16,84.49382701110954
2018-09-17,70.10588885947824
2018-09-21,87.39612957084661
2018-09-22,88.93961111855768
2018-09-27,83.99100154439864
2018-09-28,81.23133180689038
2018-09-29,66.02897019427671
2018-10-03,83.2895864744681
2018-10-04,83.37531479015311
2018-10-09,88.17351847515373
2018-10-10,79.79900335645154
2018-10-11,82.22173196004576
2018-10-15,92.03737963489256
2018-10-16,82.8046320798454
2018-10-17,83.47538732497671
2018-10-21,86.73880530884594
2018-10-22,80.30306495171338
2018-10-23,79.51966018636567
2018-10-27,88.45304976747016
2018-10-28,87.35223015752965
2018-10-29,74.71104247318061
2018-11-02,86.09850600783705
2018-11-03,80.5276056951955
2018-11-04,77.8953918918589
2018-11-08,85.67779753705142
2018-11-09,88.21762535553968
2018-11-14,83.97665732381131
2018-11-15,78.44879713926505
2018-11-16,78.76789906980369
2018-11-20,52.524300258400004
2018-11-21,83.76164215378465
2018-11-26,83.91929278642074
2018-11-27,79.36623183631238
2018-11-28,78.4765192221968
2018-12-02,84.06274116485524
2018-12-03,87.03064071455012
2018-12-08,84.6809759337484
2018-12-09,78.40722326869593
2018-12-14,86.63677960687029
2018-12-15,86.95763555711689
2018-12-20,87.26446467249578
2018-12-21,82.13660354179179
2018-12-26,85.34487054467259
2018-12-27,85.6633088689798
2019-01-01,86.95763555711689
2019-01-02,80.31708949259678
2019-01-07,83.9623143377215
2019-01-08,86.5348144099356
2019-01-13,84.76742273029038
2019-01-14,86.60764051950083
2019-01-20,78.116517099649
2019-01-25,82.46317045093784
2019-01-26,78.97636067995629
2019-01-27,50.48385668129415
2019-01-31,89.36830564289225
2019-02-01,87.04524545055116
2019-02-06,95.23443678581638
2019-02-07,89.45713074538199
2019-02-08,89.47193925198582
2019-02-12,93.24305983550241
2019-02-13,96.38408369196173
2019-02-18,93.95508425833721
2019-02-19,89.05776793126819
2019-02-24,94.4566472496189
2019-02-25,95.2191551186376
2019-03-02,93.12213600399024
2019-03-03,93.01639251465443
2019-03-04,71.14435054340372
2019-03-08,91.10841565104843
2019-03-09,94.68507524961589
